Number,Creation date,Start date,Start station,End date,End station,Total duration,Subscription type
87474,6/9/2015,6/9/2015 13:41,2nd Ave & Pike St,6/9/2015 13:46,Occidental Park / Occidental Ave S & S Washington St,5m 4s,"The ""Pedal"" Membership"
87475,6/9/2015,6/9/2015 13:41,UW Engineering Library / E Stevens Way NE & Jefferson Rd,6/9/2015 13:46,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,5m 1s,"The ""Pedal"" Membership"
87476,6/9/2015,6/9/2015 13:51,Republican St & Westlake Ave N,6/9/2015 14:02,7th Ave & Union St,10m 55s,"The ""Pedal"" Membership"
87477,6/9/2015,6/9/2015 13:51,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,6/9/2015 14:04,Burke Museum / E Stevens Way NE & Memorial Way NE,12m 17s,"The ""Pedal"" Membership"
87478,6/9/2015,6/9/2015 13:52,Lake Union Park / Valley St & Boren Ave N,6/9/2015 14:16,1st Ave & Marion St,23m 59s,3-Day Pass
87479,6/9/2015,6/9/2015 13:52,3rd Ave & Broad St,6/9/2015 14:51,3rd Ave & Broad St,58m 38s,24-Hour Pass
87480,6/9/2015,6/9/2015 13:52,3rd Ave & Broad St,6/9/2015 14:51,3rd Ave & Broad St,58m 28s,24-Hour Pass
87481,6/9/2015,6/9/2015 13:54,3rd Ave & Broad St,6/9/2015 14:51,3rd Ave & Broad St,57m 10s,24-Hour Pass
87482,6/9/2015,6/9/2015 13:54,Lake Union Park / Valley St & Boren Ave N,6/9/2015 14:14,Eastlake Ave E & E Allison St,19m 51s,3-Day Pass
87483,6/9/2015,6/9/2015 13:55,Summit Ave & E Denny Way,6/9/2015 14:05,Harvard Ave & E Pine St,9m 39s,24-Hour Pass
87484,6/9/2015,6/9/2015 14:03,Burke Museum / E Stevens Way NE & Memorial Way NE,6/9/2015 14:07,UW Engineering Library / E Stevens Way NE & Jefferson Rd,3m 40s,"The ""Pedal"" Membership"
87485,6/9/2015,6/9/2015 14:04,2nd Ave & Vine St,6/9/2015 14:14,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,10m 0s,3-Day Pass
87486,6/9/2015,6/9/2015 14:05,2nd Ave & Blanchard St,6/9/2015 14:09,2nd Ave & Spring St,4m 0s,"The ""Pedal"" Membership"
87487,6/9/2015,6/9/2015 14:06,Pier 69 / Alaskan Way & Clay St,6/9/2015 15:20,Pier 69 / Alaskan Way & Clay St,1h 13m 53s,24-Hour Pass
87488,6/9/2015,6/9/2015 14:14,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,6/9/2015 14:19,Republican St & Westlake Ave N,4m 44s,"The ""Pedal"" Membership"
87489,6/9/2015,6/9/2015 14:14,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,6/9/2015 14:24,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,9m 35s,3-Day Pass
87490,6/9/2015,6/9/2015 14:17,3rd Ave & Broad St,6/9/2015 14:51,3rd Ave & Broad St,33m 59s,24-Hour Pass
87491,6/9/2015,6/9/2015 14:19,3rd Ave & Broad St,6/9/2015 16:51,12th Ave & NE Campus Pkwy,2h 31m 54s,24-Hour Pass
87492,6/9/2015,6/9/2015 14:21,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,6/9/2015 14:23,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,2m 4s,3-Day Pass
87493,6/9/2015,6/9/2015 14:25,3rd Ave & Broad St,6/9/2015 16:05,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,1h 40m 2s,24-Hour Pass
87494,6/9/2015,6/9/2015 14:25,3rd Ave & Broad St,6/9/2015 16:05,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,1h 39m 44s,24-Hour Pass
87495,6/9/2015,6/9/2015 14:25,Eastlake Ave E & E Allison St,6/9/2015 14:35,15th Ave NE & NE 40th St,10m 15s,3-Day Pass
87496,6/9/2015,6/9/2015 14:25,Westlake Ave & 6th Ave,6/9/2015 14:53,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,27m 42s,24-Hour Pass
87497,6/9/2015,6/9/2015 14:25,Westlake Ave & 6th Ave,6/9/2015 14:53,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,28m 7s,24-Hour Pass
87498,6/9/2015,6/9/2015 14:27,Westlake Ave & 6th Ave,6/9/2015 14:53,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,25m 57s,24-Hour Pass
87499,6/9/2015,6/9/2015 14:30,2nd Ave & Spring St,6/9/2015 14:35,Occidental Park / Occidental Ave S & S Washington St,5m 29s,"The ""Pedal"" Membership"
87500,6/9/2015,6/9/2015 14:30,Summit Ave E & E Republican St,6/9/2015 14:36,Harvard Ave & E Pine St,5m 31s,"The ""Pedal"" Membership"
87501,6/9/2015,6/9/2015 14:35,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,6/9/2015 15:23,2nd Ave & Pike St,47m 43s,24-Hour Pass
87502,6/9/2015,6/9/2015 14:42,2nd Ave & Spring St,6/9/2015 14:45,2nd Ave & Pike St,2m 45s,"The ""Pedal"" Membership"
87503,6/9/2015,6/9/2015 14:45,PATH / 9th Ave & Westlake Ave,6/9/2015 14:52,Westlake Ave & 6th Ave,7m 5s,"The ""Pedal"" Membership"
87504,6/9/2015,6/9/2015 14:47,12th Ave & E Mercer St,6/9/2015 14:54,Lake Union Park / Valley St & Boren Ave N,6m 44s,"The ""Pedal"" Membership"
87505,6/9/2015,6/9/2015 14:48,Cal Anderson Park / 11th Ave & Pine St,6/9/2015 14:50,Harvard Ave & E Pine St,2m 8s,"The ""Pedal"" Membership"
87506,6/9/2015,6/9/2015 14:55,Harvard Ave & E Pine St,6/9/2015 15:05,Occidental Park / Occidental Ave S & S Washington St,10m 28s,"The ""Pedal"" Membership"
87507,6/9/2015,6/9/2015 14:57,3rd Ave & Broad St,6/9/2015 17:08,Dexter Ave & Denny Way,2h 10m 24s,24-Hour Pass
87508,6/9/2015,6/9/2015 14:57,3rd Ave & Broad St,6/9/2015 17:08,Dexter Ave & Denny Way,2h 10m 30s,24-Hour Pass
87509,6/9/2015,6/9/2015 14:59,9th Ave N & Mercer St,6/9/2015 15:07,REI / Yale Ave N & John St,8m 15s,"The ""Gear"" Membership"
87510,6/9/2015,6/9/2015 15:02,Occidental Park / Occidental Ave S & S Washington St,6/9/2015 15:41,15th Ave E & E Thomas St,38m 27s,"The ""Pedal"" Membership"
87511,6/9/2015,6/9/2015 15:06,Occidental Park / Occidental Ave S & S Washington St,6/9/2015 15:12,2nd Ave & Spring St,5m 51s,"The ""Pedal"" Membership"
87512,6/9/2015,6/9/2015 15:07,Dexter Ave N & Aloha St,6/9/2015 15:13,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,5m 21s,24-Hour Pass
87513,6/9/2015,6/9/2015 15:15,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,6/9/2015 18:13,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,2h 58m 38s,24-Hour Pass
87514,6/9/2015,6/9/2015 15:17,2nd Ave & Spring St,6/9/2015 15:20,2nd Ave & Pike St,3m 48s,"The ""Gear"" Membership"
87515,6/9/2015,6/9/2015 15:19,Frye Art Museum / Terry Ave & Columbia St,6/9/2015 15:26,Cal Anderson Park / 11th Ave & Pine St,6m 53s,"The ""Pedal"" Membership"
87516,6/9/2015,6/9/2015 15:20,E Harrison St & Broadway Ave E,6/9/2015 15:36,City Hall / 4th Ave & James St,16m 37s,"The ""Pedal"" Membership"
87517,6/9/2015,6/9/2015 15:20,Key Arena / 1st Ave N & Harrison St,6/9/2015 15:42,Bellevue Ave & E Pine St,22m 29s,"The ""Pedal"" Membership"
87518,6/9/2015,6/9/2015 15:23,7th Ave & Union St,6/9/2015 15:37,12th Ave & E Denny Way,13m 49s,3-Day Pass
87519,6/9/2015,6/9/2015 15:24,Children's Hospital / Sandpoint Way NE & 40th Ave NE,6/9/2015 15:33,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,8m 32s,"The ""Pedal"" Membership"
87520,6/9/2015,6/9/2015 15:27,2nd Ave & Pike St,6/9/2015 15:34,PATH / 9th Ave & Westlake Ave,7m 20s,"The ""Pedal"" Membership"
87521,6/9/2015,6/9/2015 15:30,2nd Ave & Pike St,6/9/2015 15:33,2nd Ave & Spring St,3m 9s,"The ""Pedal"" Membership"
87522,6/9/2015,6/9/2015 15:34,1st Ave & Marion St,6/9/2015 15:41,6th Ave S & S King St,7m 4s,"The ""Gear"" Membership"
87523,6/9/2015,6/9/2015 15:37,15th Ave E & E Thomas St,6/9/2015 15:43,Harvard Ave & E Pine St,5m 27s,"The ""Pedal"" Membership"
87524,6/9/2015,6/9/2015 15:43,9th Ave N & Mercer St,6/9/2015 15:51,REI / Yale Ave N & John St,8m 44s,"The ""Pedal"" Membership"
87525,6/9/2015,6/9/2015 15:45,2nd Ave & Pike St,6/9/2015 16:00,12th Ave & E Mercer St,14m 44s,"The ""Pedal"" Membership"
87526,6/9/2015,6/9/2015 15:46,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,6/9/2015 15:58,Pier 69 / Alaskan Way & Clay St,11m 24s,3-Day Pass
87527,6/9/2015,6/9/2015 15:48,Republican St & Westlake Ave N,6/9/2015 15:53,PATH / 9th Ave & Westlake Ave,4m 42s,"The ""Pedal"" Membership"
87528,6/9/2015,6/9/2015 15:50,2nd Ave & Vine St,6/9/2015 16:07,Occidental Park / Occidental Ave S & S Washington St,16m 59s,24-Hour Pass
87529,6/9/2015,6/9/2015 15:50,Cal Anderson Park / 11th Ave & Pine St,6/9/2015 16:14,Occidental Park / Occidental Ave S & S Washington St,23m 5s,"The ""Pedal"" Membership"
87530,6/9/2015,6/9/2015 15:52,15th Ave NE & NE 40th St,6/9/2015 16:28,Bellevue Ave & E Pine St,36m 4s,3-Day Pass
87531,6/9/2015,6/9/2015 15:55,3rd Ave & Broad St,6/9/2015 16:11,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,16m 2s,"The ""Pedal"" Membership"
87532,6/9/2015,6/9/2015 15:55,Summit Ave & E Denny Way,6/9/2015 16:01,Cal Anderson Park / 11th Ave & Pine St,6m 26s,"The ""Gear"" Membership"
87533,6/9/2015,6/9/2015 15:57,7th Ave & Union St,6/9/2015 16:04,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,7m 11s,"The ""Pedal"" Membership"
87534,6/9/2015,6/9/2015 16:04,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,6/9/2015 17:35,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,1h 30m 32s,24-Hour Pass
87535,6/9/2015,6/9/2015 16:06,12th Ave & E Denny Way,6/9/2015 16:29,12th Ave & NE Campus Pkwy,23m 2s,3-Day Pass
87536,6/9/2015,6/9/2015 16:07,2nd Ave & Pike St,6/9/2015 16:18,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,11m 19s,24-Hour Pass
87537,6/9/2015,6/9/2015 16:08,E Blaine St & Fairview Ave E,6/9/2015 16:21,Key Arena / 1st Ave N & Harrison St,13m 9s,"The ""Pedal"" Membership"
87538,6/9/2015,6/9/2015 16:10,Pier 69 / Alaskan Way & Clay St,6/9/2015 16:22,1st Ave & Marion St,12m 13s,"The ""Pedal"" Membership"
87539,6/9/2015,6/9/2015 16:11,Harvard Ave & E Pine St,6/9/2015 16:22,Bellevue Ave & E Pine St,10m 33s,"The ""Pedal"" Membership"
87540,6/9/2015,6/9/2015 16:13,Republican St & Westlake Ave N,6/9/2015 16:21,Dexter Ave N & Aloha St,8m 22s,"The ""Pedal"" Membership"
87541,6/9/2015,6/9/2015 16:15,2nd Ave & Blanchard St,6/9/2015 16:18,2nd Ave & Pike St,2m 42s,"The ""Pedal"" Membership"
87542,6/9/2015,6/9/2015 16:21,Frye Art Museum / Terry Ave & Columbia St,6/9/2015 16:34,3rd Ave & Broad St,12m 42s,"The ""Pedal"" Membership"
87543,6/9/2015,6/9/2015 16:23,Cal Anderson Park / 11th Ave & Pine St,6/9/2015 16:36,Westlake Ave & 6th Ave,13m 40s,"The ""Pedal"" Membership"
87545,6/9/2015,6/9/2015 16:24,City Hall / 4th Ave & James St,6/9/2015 16:27,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,2m 31s,"The ""Pedal"" Membership"
87546,6/9/2015,6/9/2015 16:25,9th Ave N & Mercer St,6/9/2015 16:38,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,13m 6s,"The ""Pedal"" Membership"
87547,6/9/2015,6/9/2015 16:26,Republican St & Westlake Ave N,6/9/2015 16:35,Westlake Ave & 6th Ave,8m 39s,"The ""Pedal"" Membership"
87548,6/9/2015,6/9/2015 16:28,7th Ave & Union St,6/9/2015 16:40,Occidental Park / Occidental Ave S & S Washington St,12m 18s,3-Day Pass
87549,6/9/2015,6/9/2015 16:34,Bellevue Ave & E Pine St,6/9/2015 16:42,2nd Ave & Pike St,7m 34s,3-Day Pass
87550,6/9/2015,6/9/2015 16:38,12th Ave & E Yesler Way,6/9/2015 16:52,E Pine St & 16th Ave,14m 7s,"The ""Pedal"" Membership"
87551,6/9/2015,6/9/2015 16:38,Summit Ave & E Denny Way,6/9/2015 18:14,Pine St & 9th Ave,1h 35m 49s,"The ""Pedal"" Membership"
87552,6/9/2015,6/9/2015 16:40,Burke Museum / E Stevens Way NE & Memorial Way NE,6/9/2015 17:04,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,24m 36s,24-Hour Pass
87553,6/9/2015,6/9/2015 16:40,E Harrison St & Broadway Ave E,6/9/2015 16:45,Harvard Ave & E Pine St,4m 46s,"The ""Pedal"" Membership"
87554,6/9/2015,6/9/2015 16:42,Pier 69 / Alaskan Way & Clay St,6/9/2015 17:26,Pier 69 / Alaskan Way & Clay St,44m 34s,24-Hour Pass
87555,6/9/2015,6/9/2015 16:42,Pier 69 / Alaskan Way & Clay St,6/9/2015 17:26,Pier 69 / Alaskan Way & Clay St,44m 46s,24-Hour Pass
87556,6/9/2015,6/9/2015 16:43,2nd Ave & Spring St,6/9/2015 16:51,2nd Ave & Blanchard St,7m 54s,"The ""Gear"" Membership"
87557,6/9/2015,6/9/2015 16:44,Children's Hospital / Sandpoint Way NE & 40th Ave NE,6/9/2015 16:52,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,8m 0s,"The ""Pedal"" Membership"
87558,6/9/2015,6/9/2015 16:48,City Hall / 4th Ave & James St,6/9/2015 16:59,3rd Ave & Broad St,11m 8s,"The ""Pedal"" Membership"
87559,6/9/2015,6/9/2015 16:49,Harvard Ave & E Pine St,6/9/2015 17:02,15th Ave E & E Thomas St,12m 20s,"The ""Pedal"" Membership"
87560,6/9/2015,6/9/2015 16:50,9th Ave N & Mercer St,6/9/2015 16:56,Westlake Ave & 6th Ave,6m 7s,"The ""Pedal"" Membership"
87561,6/9/2015,6/9/2015 16:52,2nd Ave & Pike St,6/9/2015 16:59,Harvard Ave & E Pine St,7m 38s,"The ""Gear"" Membership"
87562,6/9/2015,6/9/2015 16:54,PATH / 9th Ave & Westlake Ave,6/9/2015 17:03,3rd Ave & Broad St,8m 54s,"The ""Pedal"" Membership"
87564,6/9/2015,6/9/2015 16:58,Republican St & Westlake Ave N,6/9/2015 17:07,E Blaine St & Fairview Ave E,9m 36s,"The ""Pedal"" Membership"
87565,6/9/2015,6/9/2015 16:58,6th Ave & Blanchard St,6/9/2015 17:06,1st Ave & Marion St,8m 21s,"The ""Pedal"" Membership"
87566,6/9/2015,6/9/2015 17:01,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,6/9/2015 17:13,3rd Ave & Broad St,11m 11s,"The ""Pedal"" Membership"
87567,6/9/2015,6/9/2015 17:03,9th Ave N & Mercer St,6/9/2015 17:06,Dexter Ave N & Aloha St,3m 38s,"The ""Gear"" Membership"
87568,6/9/2015,6/9/2015 17:03,12th Ave & NE Campus Pkwy,6/9/2015 17:39,E Pine St & 16th Ave,35m 34s,24-Hour Pass
87569,6/9/2015,6/9/2015 17:03,Pier 69 / Alaskan Way & Clay St,6/9/2015 17:10,Key Arena / 1st Ave N & Harrison St,7m 6s,"The ""Pedal"" Membership"
87570,6/9/2015,6/9/2015 17:05,2nd Ave & Blanchard St,6/9/2015 17:13,Key Arena / 1st Ave N & Harrison St,8m 18s,"The ""Pedal"" Membership"
87571,6/9/2015,6/9/2015 17:07,PATH / 9th Ave & Westlake Ave,6/9/2015 17:10,Republican St & Westlake Ave N,3m 4s,"The ""Pedal"" Membership"
87572,6/9/2015,6/9/2015 17:08,Lake Union Park / Valley St & Boren Ave N,6/9/2015 17:24,12th Ave & NE Campus Pkwy,15m 48s,"The ""Pedal"" Membership"
87573,6/9/2015,6/9/2015 17:11,Cal Anderson Park / 11th Ave & Pine St,6/9/2015 17:18,Summit Ave E & E Republican St,6m 54s,3-Day Pass
87574,6/9/2015,6/9/2015 17:11,Westlake Ave & 6th Ave,6/9/2015 17:16,1st Ave & Marion St,5m 3s,"The ""Pedal"" Membership"
87575,6/9/2015,6/9/2015 17:12,15th Ave E & E Thomas St,6/9/2015 17:25,Summit Ave E & E Republican St,12m 51s,"The ""Pedal"" Membership"
87576,6/9/2015,6/9/2015 17:14,6th Ave S & S King St,6/9/2015 17:29,2nd Ave & Vine St,15m 9s,3-Day Pass
87577,6/9/2015,6/9/2015 17:14,9th Ave N & Mercer St,6/9/2015 17:24,Key Arena / 1st Ave N & Harrison St,9m 50s,"The ""Pedal"" Membership"
87578,6/9/2015,6/9/2015 17:15,E Pine St & 16th Ave,6/9/2015 17:31,12th Ave & E Yesler Way,15m 26s,"The ""Pedal"" Membership"
87579,6/9/2015,6/9/2015 17:15,Pine St & 9th Ave,6/9/2015 17:24,3rd Ave & Broad St,8m 55s,"The ""Pedal"" Membership"
87581,6/9/2015,6/9/2015 17:17,Republican St & Westlake Ave N,6/9/2015 17:28,Pine St & 9th Ave,10m 23s,24-Hour Pass
87582,6/9/2015,6/9/2015 17:19,Occidental Park / Occidental Ave S & S Washington St,6/9/2015 17:33,2nd Ave & Spring St,14m 2s,24-Hour Pass
87583,6/9/2015,6/9/2015 17:21,E Blaine St & Fairview Ave E,6/9/2015 17:34,Dexter Ave N & Aloha St,12m 25s,"The ""Pedal"" Membership"
87584,6/9/2015,6/9/2015 17:22,Occidental Park / Occidental Ave S & S Washington St,6/9/2015 18:44,Occidental Park / Occidental Ave S & S Washington St,1h 21m 39s,24-Hour Pass
87585,6/9/2015,6/9/2015 17:23,1st Ave & Marion St,6/9/2015 17:29,2nd Ave & Pike St,6m 11s,"The ""Pedal"" Membership"
87586,6/9/2015,6/9/2015 17:24,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,6/9/2015 17:28,1st Ave & Marion St,3m 49s,"The ""Pedal"" Membership"
87587,6/9/2015,6/9/2015 17:25,Westlake Ave & 6th Ave,6/9/2015 17:32,2nd Ave & Spring St,6m 55s,"The ""Pedal"" Membership"
87589,6/9/2015,6/9/2015 17:26,1st Ave & Marion St,6/9/2015 17:35,2nd Ave & Blanchard St,9m 22s,"The ""Pedal"" Membership"
87590,6/9/2015,6/9/2015 17:28,Key Arena / 1st Ave N & Harrison St,6/9/2015 17:43,Westlake Ave & 6th Ave,15m 33s,24-Hour Pass
87591,6/9/2015,6/9/2015 17:29,Frye Art Museum / Terry Ave & Columbia St,6/9/2015 17:35,Cal Anderson Park / 11th Ave & Pine St,5m 55s,"The ""Pedal"" Membership"
87592,6/9/2015,6/9/2015 17:29,15th Ave NE & NE 40th St,6/9/2015 17:35,Eastlake Ave E & E Allison St,6m 0s,"The ""Pedal"" Membership"
87593,6/9/2015,6/9/2015 17:29,E Blaine St & Fairview Ave E,6/9/2015 17:46,Dexter Ave & Denny Way,16m 32s,"The ""Gear"" Membership"
87594,6/9/2015,6/9/2015 17:30,Westlake Ave & 6th Ave,6/9/2015 17:41,Key Arena / 1st Ave N & Harrison St,11m 16s,24-Hour Pass
87595,6/9/2015,6/9/2015 17:30,2nd Ave & Spring St,6/9/2015 17:43,Bellevue Ave & E Pine St,12m 29s,"The ""Pedal"" Membership"
87596,6/9/2015,6/9/2015 17:33,REI / Yale Ave N & John St,6/9/2015 17:37,Westlake Ave & 6th Ave,3m 40s,"The ""Pedal"" Membership"
87597,6/9/2015,6/9/2015 17:33,Westlake Ave & 6th Ave,6/9/2015 18:13,Eastlake Ave E & E Allison St,39m 50s,24-Hour Pass
87598,6/9/2015,6/9/2015 17:35,15th Ave E & E Thomas St,6/9/2015 17:40,Summit Ave E & E Republican St,5m 16s,"The ""Pedal"" Membership"
87599,6/9/2015,6/9/2015 17:36,Republican St & Westlake Ave N,6/9/2015 17:43,Key Arena / 1st Ave N & Harrison St,7m 29s,"The ""Gear"" Membership"
87600,6/9/2015,6/9/2015 17:37,Occidental Park / Occidental Ave S & S Washington St,6/9/2015 20:38,Occidental Park / Occidental Ave S & S Washington St,3h 1m 22s,24-Hour Pass
87601,6/9/2015,6/9/2015 17:37,Occidental Park / Occidental Ave S & S Washington St,6/9/2015 20:38,Occidental Park / Occidental Ave S & S Washington St,3h 1m 32s,24-Hour Pass
87602,6/9/2015,6/9/2015 17:38,2nd Ave & Pike St,6/9/2015 17:44,Westlake Ave & 6th Ave,5m 34s,"The ""Pedal"" Membership"
87603,6/9/2015,6/9/2015 17:39,2nd Ave & Vine St,6/9/2015 17:45,Westlake Ave & 6th Ave,5m 6s,"The ""Pedal"" Membership"
87604,6/9/2015,6/9/2015 17:42,Westlake Ave & 6th Ave,6/9/2015 17:53,Key Arena / 1st Ave N & Harrison St,10m 53s,"The ""Pedal"" Membership"
87605,6/9/2015,6/9/2015 17:42,REI / Yale Ave N & John St,6/9/2015 17:46,Pine St & 9th Ave,4m 2s,"The ""Pedal"" Membership"
87606,6/9/2015,6/9/2015 17:46,E Pine St & 16th Ave,6/9/2015 17:53,Summit Ave & E Denny Way,6m 37s,"The ""Gear"" Membership"
87607,6/9/2015,6/9/2015 17:47,Republican St & Westlake Ave N,6/9/2015 17:58,2nd Ave & Pike St,10m 49s,"The ""Pedal"" Membership"
87608,6/9/2015,6/9/2015 17:48,PATH / 9th Ave & Westlake Ave,6/9/2015 17:56,Key Arena / 1st Ave N & Harrison St,7m 58s,"The ""Pedal"" Membership"
87609,6/9/2015,6/9/2015 17:50,2nd Ave & Blanchard St,6/9/2015 17:54,3rd Ave & Broad St,3m 59s,"The ""Gear"" Membership"
87610,6/9/2015,6/9/2015 17:50,Westlake Ave & 6th Ave,6/9/2015 17:58,Dexter Ave N & Aloha St,7m 46s,"The ""Pedal"" Membership"
87611,6/9/2015,6/9/2015 17:52,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,6/9/2015 19:05,2nd Ave & Vine St,1h 12m 44s,3-Day Pass
87613,6/9/2015,6/9/2015 17:54,9th Ave N & Mercer St,6/9/2015 18:03,2nd Ave & Blanchard St,9m 10s,"The ""Pedal"" Membership"
87614,6/9/2015,6/9/2015 17:55,PATH / 9th Ave & Westlake Ave,6/9/2015 18:00,2nd Ave & Vine St,5m 21s,"The ""Pedal"" Membership"
87615,6/9/2015,6/9/2015 17:55,Republican St & Westlake Ave N,6/9/2015 18:10,Occidental Park / Occidental Ave S & S Washington St,15m 3s,"The ""Pedal"" Membership"
87616,6/9/2015,6/9/2015 17:57,Key Arena / 1st Ave N & Harrison St,6/9/2015 18:47,Key Arena / 1st Ave N & Harrison St,50m 16s,24-Hour Pass
87617,6/9/2015,6/9/2015 17:58,2nd Ave & Spring St,6/9/2015 18:11,3rd Ave & Broad St,12m 36s,"The ""Pedal"" Membership"
87618,6/9/2015,6/9/2015 17:59,2nd Ave & Pike St,6/9/2015 18:11,Seattle University / E Columbia St & 12th Ave,11m 58s,"The ""Pedal"" Membership"
87619,6/9/2015,6/9/2015 18:00,Pier 69 / Alaskan Way & Clay St,6/9/2015 18:17,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,16m 58s,"The ""Pedal"" Membership"
87620,6/9/2015,6/9/2015 18:02,9th Ave N & Mercer St,6/9/2015 18:07,6th Ave & Blanchard St,4m 52s,"The ""Pedal"" Membership"
87621,6/9/2015,6/9/2015 18:02,2nd Ave & Pike St,6/9/2015 18:12,Pine St & 9th Ave,9m 24s,24-Hour Pass
87622,6/9/2015,6/9/2015 18:02,2nd Ave & Pike St,6/9/2015 18:12,Pine St & 9th Ave,9m 34s,24-Hour Pass
87623,6/9/2015,6/9/2015 18:05,Seattle University / E Columbia St & 12th Ave,6/9/2015 18:21,1st Ave & Marion St,15m 57s,24-Hour Pass
87624,6/9/2015,6/9/2015 18:05,Seattle University / E Columbia St & 12th Ave,6/9/2015 18:20,1st Ave & Marion St,15m 43s,"The ""Pedal"" Membership"
87625,6/9/2015,6/9/2015 18:10,Westlake Ave & 6th Ave,6/9/2015 19:55,3rd Ave & Broad St,1h 45m 41s,24-Hour Pass
87626,6/9/2015,6/9/2015 18:10,Westlake Ave & 6th Ave,6/9/2015 19:58,3rd Ave & Broad St,1h 47m 52s,24-Hour Pass
87628,6/9/2015,6/9/2015 18:10,2nd Ave & Pike St,6/9/2015 18:17,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,6m 50s,"The ""Pedal"" Membership"
87629,6/9/2015,6/9/2015 18:12,7th Ave & Union St,6/9/2015 18:22,Summit Ave E & E Republican St,10m 2s,"The ""Pedal"" Membership"
87630,6/9/2015,6/9/2015 18:13,REI / Yale Ave N & John St,6/9/2015 18:19,E Blaine St & Fairview Ave E,6m 17s,3-Day Pass
87631,6/9/2015,6/9/2015 18:13,E Pine St & 16th Ave,6/9/2015 18:35,2nd Ave & Vine St,22m 3s,"The ""Pedal"" Membership"
87632,6/9/2015,6/9/2015 18:14,Pine St & 9th Ave,6/9/2015 18:28,Cal Anderson Park / 11th Ave & Pine St,14m 23s,24-Hour Pass
87633,6/9/2015,6/9/2015 18:14,Pine St & 9th Ave,6/9/2015 18:30,Cal Anderson Park / 11th Ave & Pine St,16m 16s,24-Hour Pass
87634,6/9/2015,6/9/2015 18:14,Dexter Ave N & Aloha St,6/9/2015 18:43,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,28m 57s,"The ""Pedal"" Membership"
87635,6/9/2015,6/9/2015 18:15,2nd Ave & Pike St,6/9/2015 18:18,1st Ave & Marion St,3m 38s,"The ""Pedal"" Membership"
87636,6/9/2015,6/9/2015 18:17,Westlake Ave & 6th Ave,6/9/2015 18:45,15th Ave NE & NE 40th St,27m 33s,"The ""Pedal"" Membership"
87637,6/9/2015,6/9/2015 18:18,Pine St & 9th Ave,6/9/2015 18:26,12th Ave & E Denny Way,8m 28s,"The ""Pedal"" Membership"
87638,6/9/2015,6/9/2015 18:20,2nd Ave & Spring St,6/9/2015 18:37,REI / Yale Ave N & John St,16m 26s,"The ""Pedal"" Membership"
87639,6/9/2015,6/9/2015 18:20,Eastlake Ave E & E Allison St,6/9/2015 18:26,12th Ave & NE Campus Pkwy,5m 12s,24-Hour Pass
87640,6/9/2015,6/9/2015 18:22,7th Ave & Union St,6/9/2015 18:29,PATH / 9th Ave & Westlake Ave,7m 2s,"The ""Pedal"" Membership"
87641,6/9/2015,6/9/2015 18:23,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,6/9/2015 18:43,Westlake Ave & 6th Ave,20m 2s,24-Hour Pass
87642,6/9/2015,6/9/2015 18:22,15th Ave NE & NE 40th St,6/9/2015 18:40,Children's Hospital / Sandpoint Way NE & 40th Ave NE,17m 35s,"The ""Pedal"" Membership"
87643,6/9/2015,6/9/2015 18:22,PATH / 9th Ave & Westlake Ave,6/9/2015 18:30,Dexter Ave N & Aloha St,7m 42s,"The ""Pedal"" Membership"
