Number,Creation date,Start date,Start station,End date,End station,Total duration,Subscription type
86956,6/8/2015,6/8/2015 15:26,2nd Ave & Pike St,6/8/2015 17:08,NE 47th St & 12th Ave NE,1h 42m 27s,24-Hour Pass
86957,6/8/2015,6/8/2015 15:27,2nd Ave & Pike St,6/8/2015 17:08,NE 47th St & 12th Ave NE,1h 41m 16s,24-Hour Pass
86958,6/8/2015,6/8/2015 15:27,2nd Ave & Pike St,6/8/2015 17:08,NE 47th St & 12th Ave NE,1h 41m 22s,24-Hour Pass
86959,6/8/2015,6/8/2015 15:29,3rd Ave & Broad St,6/8/2015 15:37,PATH / 9th Ave & Westlake Ave,7m 59s,"The ""Pedal"" Membership"
86960,6/8/2015,6/8/2015 15:33,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,6/8/2015 15:56,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,22m 42s,24-Hour Pass
86961,6/8/2015,6/8/2015 15:33,7th Ave & Union St,6/8/2015 15:45,Key Arena / 1st Ave N & Harrison St,11m 35s,24-Hour Pass
86962,6/8/2015,6/8/2015 15:34,Harvard Ave & E Pine St,6/8/2015 15:42,Seattle University / E Columbia St & 12th Ave,7m 49s,24-Hour Pass
86963,6/8/2015,6/8/2015 15:34,City Hall / 4th Ave & James St,6/8/2015 15:54,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,20m 43s,"The ""Pedal"" Membership"
86964,6/8/2015,6/8/2015 15:36,12th Ave & NE Campus Pkwy,6/8/2015 16:58,12th Ave & NE Campus Pkwy,1h 22m 37s,24-Hour Pass
86965,6/8/2015,6/8/2015 15:40,Pine St & 9th Ave,6/8/2015 16:31,Pine St & 9th Ave,50m 48s,24-Hour Pass
86968,6/8/2015,6/8/2015 15:42,2nd Ave & Pike St,6/8/2015 16:15,Lake Union Park / Valley St & Boren Ave N,32m 57s,24-Hour Pass
86969,6/8/2015,6/8/2015 15:42,Westlake Ave & 6th Ave,6/8/2015 15:51,3rd Ave & Broad St,8m 55s,"The ""Pedal"" Membership"
86970,6/8/2015,6/8/2015 15:43,15th Ave NE & NE 40th St,6/8/2015 15:50,UW Intramural Activities Building,7m 13s,"The ""Pedal"" Membership"
86971,6/8/2015,6/8/2015 15:43,7th Ave & Union St,6/8/2015 16:02,Key Arena / 1st Ave N & Harrison St,18m 15s,3-Day Pass
86972,6/8/2015,6/8/2015 15:43,Dexter Ave N & Aloha St,6/8/2015 15:48,PATH / 9th Ave & Westlake Ave,4m 54s,"The ""Pedal"" Membership"
86973,6/8/2015,6/8/2015 15:51,Summit Ave E & E Republican St,6/8/2015 16:18,3rd Ave & Broad St,26m 49s,24-Hour Pass
86974,6/8/2015,6/8/2015 15:51,Bellevue Ave & E Pine St,6/8/2015 15:58,Bellevue Ave & E Pine St,6m 28s,"The ""Pedal"" Membership"
86975,6/8/2015,6/8/2015 15:52,Dexter Ave & Denny Way,6/8/2015 16:04,City Hall / 4th Ave & James St,11m 51s,"The ""Pedal"" Membership"
86976,6/8/2015,6/8/2015 15:53,PATH / 9th Ave & Westlake Ave,6/8/2015 16:02,3rd Ave & Broad St,8m 33s,"The ""Pedal"" Membership"
86977,6/8/2015,6/8/2015 15:55,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,6/8/2015 16:01,City Hall / 4th Ave & James St,5m 58s,"The ""Pedal"" Membership"
86978,6/8/2015,6/8/2015 15:57,3rd Ave & Broad St,6/8/2015 16:13,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,16m 11s,"The ""Pedal"" Membership"
86979,6/8/2015,6/8/2015 15:58,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,6/8/2015 16:40,PATH / 9th Ave & Westlake Ave,42m 12s,24-Hour Pass
86980,6/8/2015,6/8/2015 16:01,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,6/8/2015 16:08,Pier 69 / Alaskan Way & Clay St,6m 51s,24-Hour Pass
86981,6/8/2015,6/8/2015 16:01,E Blaine St & Fairview Ave E,6/8/2015 16:14,Key Arena / 1st Ave N & Harrison St,12m 15s,"The ""Pedal"" Membership"
86982,6/8/2015,6/8/2015 16:02,Seattle University / E Columbia St & 12th Ave,6/8/2015 16:24,Pine St & 9th Ave,22m 30s,24-Hour Pass
86984,6/8/2015,6/8/2015 16:03,Children's Hospital / Sandpoint Way NE & 40th Ave NE,6/8/2015 16:11,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,7m 23s,"The ""Pedal"" Membership"
86985,6/8/2015,6/8/2015 16:04,1st Ave & Marion St,6/8/2015 16:18,Frye Art Museum / Terry Ave & Columbia St,14m 4s,3-Day Pass
86986,6/8/2015,6/8/2015 16:04,E Blaine St & Fairview Ave E,6/8/2015 16:14,REI / Yale Ave N & John St,10m 22s,"The ""Pedal"" Membership"
86987,6/8/2015,6/8/2015 16:04,2nd Ave & Vine St,6/8/2015 16:11,1st Ave & Marion St,6m 34s,"The ""Pedal"" Membership"
86988,6/8/2015,6/8/2015 16:06,Pier 69 / Alaskan Way & Clay St,6/8/2015 16:17,1st Ave & Marion St,11m 17s,"The ""Pedal"" Membership"
86989,6/8/2015,6/8/2015 16:06,PATH / 9th Ave & Westlake Ave,6/8/2015 16:22,2nd Ave & Spring St,15m 40s,"The ""Pedal"" Membership"
86990,6/8/2015,6/8/2015 16:09,Pier 69 / Alaskan Way & Clay St,6/8/2015 16:33,Pier 69 / Alaskan Way & Clay St,23m 27s,24-Hour Pass
86991,6/8/2015,6/8/2015 16:11,Westlake Ave & 6th Ave,6/8/2015 16:19,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,7m 32s,"The ""Pedal"" Membership"
86992,6/8/2015,6/8/2015 16:13,7th Ave & Union St,6/8/2015 16:23,Occidental Park / Occidental Ave S & S Washington St,10m 38s,3-Day Pass
86993,6/8/2015,6/8/2015 16:16,REI / Yale Ave N & John St,6/8/2015 16:20,Pine St & 9th Ave,4m 55s,"The ""Pedal"" Membership"
86994,6/8/2015,6/8/2015 16:19,Bellevue Ave & E Pine St,6/8/2015 16:34,2nd Ave & Pike St,15m 6s,3-Day Pass
86995,6/8/2015,6/8/2015 16:20,Bellevue Ave & E Pine St,6/8/2015 16:35,2nd Ave & Pike St,14m 44s,3-Day Pass
86996,6/8/2015,6/8/2015 16:20,12th Ave & E Mercer St,6/8/2015 16:24,E Harrison St & Broadway Ave E,3m 40s,3-Day Pass
86997,6/8/2015,6/8/2015 16:20,Dexter Ave N & Aloha St,6/8/2015 16:33,2nd Ave & Spring St,12m 53s,"The ""Pedal"" Membership"
86998,6/8/2015,6/8/2015 16:20,9th Ave N & Mercer St,6/8/2015 17:22,Eastlake Ave E & E Allison St,1h 1m 51s,"The ""Pedal"" Membership"
86999,6/8/2015,6/8/2015 16:21,2nd Ave & Spring St,6/8/2015 16:48,Bellevue Ave & E Pine St,26m 42s,24-Hour Pass
87000,6/8/2015,6/8/2015 16:22,Pier 69 / Alaskan Way & Clay St,6/8/2015 16:35,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,12m 47s,"The ""Pedal"" Membership"
87001,6/8/2015,6/8/2015 16:23,Westlake Ave & 6th Ave,6/8/2015 16:34,PATH / 9th Ave & Westlake Ave,10m 48s,"The ""Pedal"" Membership"
87002,6/8/2015,6/8/2015 16:23,15th Ave NE & NE 40th St,6/8/2015 16:30,Eastlake Ave E & E Allison St,6m 56s,"The ""Pedal"" Membership"
87003,6/8/2015,6/8/2015 16:26,Pine St & 9th Ave,6/8/2015 16:48,Seattle University / E Columbia St & 12th Ave,21m 54s,24-Hour Pass
87004,6/8/2015,6/8/2015 16:27,Lake Union Park / Valley St & Boren Ave N,6/8/2015 16:50,Lake Union Park / Valley St & Boren Ave N,23m 11s,24-Hour Pass
87005,6/8/2015,6/8/2015 16:28,2nd Ave & Vine St,6/8/2015 16:34,2nd Ave & Pike St,5m 48s,"The ""Pedal"" Membership"
87006,6/8/2015,6/8/2015 16:29,7th Ave & Union St,6/8/2015 16:38,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,8m 59s,"The ""Pedal"" Membership"
87007,6/8/2015,6/8/2015 16:31,2nd Ave & Blanchard St,6/8/2015 16:37,PATH / 9th Ave & Westlake Ave,5m 56s,"The ""Pedal"" Membership"
87008,6/8/2015,6/8/2015 16:33,12th Ave & E Denny Way,6/8/2015 16:37,Harvard Ave & E Pine St,3m 44s,"The ""Pedal"" Membership"
87009,6/8/2015,6/8/2015 16:34,Pier 69 / Alaskan Way & Clay St,6/8/2015 16:43,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,9m 16s,24-Hour Pass
87010,6/8/2015,6/8/2015 16:35,Pine St & 9th Ave,6/8/2015 16:41,2nd Ave & Pike St,6m 54s,"The ""Pedal"" Membership"
87011,6/8/2015,6/8/2015 16:35,Pine St & 9th Ave,6/8/2015 16:48,E Harrison St & Broadway Ave E,13m 5s,"The ""Pedal"" Membership"
87012,6/8/2015,6/8/2015 16:38,Bellevue Ave & E Pine St,6/8/2015 16:43,Summit Ave E & E Republican St,5m 3s,"The ""Gear"" Membership"
87013,6/8/2015,6/8/2015 16:38,15th Ave E & E Thomas St,6/8/2015 16:43,Bellevue Ave & E Pine St,5m 0s,"The ""Pedal"" Membership"
87014,6/8/2015,6/8/2015 16:47,12th Ave & E Mercer St,6/8/2015 16:50,E Harrison St & Broadway Ave E,3m 12s,3-Day Pass
87015,6/8/2015,6/8/2015 16:49,Pier 69 / Alaskan Way & Clay St,6/8/2015 16:57,Occidental Park / Occidental Ave S & S Washington St,7m 30s,"The ""Gear"" Membership"
87016,6/8/2015,6/8/2015 16:50,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,6/8/2015 17:14,REI / Yale Ave N & John St,23m 54s,"The ""Pedal"" Membership"
87017,6/8/2015,6/8/2015 16:52,Key Arena / 1st Ave N & Harrison St,6/8/2015 18:00,Key Arena / 1st Ave N & Harrison St,1h 8m 13s,24-Hour Pass
87019,6/8/2015,6/8/2015 16:52,2nd Ave & Pike St,6/8/2015 16:56,1st Ave & Marion St,3m 53s,"The ""Pedal"" Membership"
87020,6/8/2015,6/8/2015 16:55,12th Ave & E Yesler Way,6/8/2015 17:11,Harvard Ave & E Pine St,16m 21s,"The ""Pedal"" Membership"
87021,6/8/2015,6/8/2015 16:55,E Blaine St & Fairview Ave E,6/8/2015 17:12,Key Arena / 1st Ave N & Harrison St,16m 42s,"The ""Pedal"" Membership"
87022,6/8/2015,6/8/2015 16:56,Burke Museum / E Stevens Way NE & Memorial Way NE,6/8/2015 17:03,NE 47th St & 12th Ave NE,6m 45s,"The ""Pedal"" Membership"
87023,6/8/2015,6/8/2015 16:58,Harvard Ave & E Pine St,6/8/2015 17:02,E Harrison St & Broadway Ave E,3m 54s,"The ""Pedal"" Membership"
87024,6/8/2015,6/8/2015 16:58,Lake Union Park / Valley St & Boren Ave N,6/8/2015 17:19,E Blaine St & Fairview Ave E,21m 9s,24-Hour Pass
87025,6/8/2015,6/8/2015 16:59,Pine St & 9th Ave,6/8/2015 17:04,2nd Ave & Pike St,4m 49s,"The ""Pedal"" Membership"
87026,6/8/2015,6/8/2015 17:02,PATH / 9th Ave & Westlake Ave,6/8/2015 17:11,2nd Ave & Blanchard St,9m 15s,"The ""Pedal"" Membership"
87027,6/8/2015,6/8/2015 17:02,Pine St & 9th Ave,6/8/2015 17:07,2nd Ave & Pike St,4m 55s,"The ""Pedal"" Membership"
87028,6/8/2015,6/8/2015 17:03,6th Ave & Blanchard St,6/8/2015 17:13,1st Ave & Marion St,9m 30s,"The ""Pedal"" Membership"
87029,6/8/2015,6/8/2015 17:07,Pier 69 / Alaskan Way & Clay St,6/8/2015 17:17,Key Arena / 1st Ave N & Harrison St,9m 52s,"The ""Pedal"" Membership"
87030,6/8/2015,6/8/2015 17:09,Pier 69 / Alaskan Way & Clay St,6/8/2015 17:20,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,11m 12s,"The ""Pedal"" Membership"
87031,6/8/2015,6/8/2015 17:09,Bellevue Ave & E Pine St,6/8/2015 17:17,Pine St & 9th Ave,8m 33s,24-Hour Pass
87032,6/8/2015,6/8/2015 17:10,Lake Union Park / Valley St & Boren Ave N,6/8/2015 17:38,12th Ave & NE Campus Pkwy,27m 53s,"The ""Pedal"" Membership"
87033,6/8/2015,6/8/2015 17:11,Frye Art Museum / Terry Ave & Columbia St,6/8/2015 17:24,3rd Ave & Broad St,12m 54s,"The ""Pedal"" Membership"
87034,6/8/2015,6/8/2015 17:12,Burke Museum / E Stevens Way NE & Memorial Way NE,6/8/2015 17:33,UW McCarty Hall / Whitman Ct,21m 0s,24-Hour Pass
87035,6/8/2015,6/8/2015 17:13,Burke Museum / E Stevens Way NE & Memorial Way NE,6/8/2015 17:33,UW McCarty Hall / Whitman Ct,20m 33s,24-Hour Pass
87036,6/8/2015,6/8/2015 17:14,9th Ave N & Mercer St,6/8/2015 17:20,6th Ave & Blanchard St,5m 59s,"The ""Pedal"" Membership"
87037,6/8/2015,6/8/2015 17:16,Republican St & Westlake Ave N,6/8/2015 17:21,Dexter Ave N & Aloha St,4m 43s,"The ""Pedal"" Membership"
87038,6/8/2015,6/8/2015 17:17,E Blaine St & Fairview Ave E,6/8/2015 17:31,Dexter Ave N & Aloha St,13m 45s,"The ""Pedal"" Membership"
87039,6/8/2015,6/8/2015 17:18,7th Ave & Union St,6/8/2015 17:29,9th Ave N & Mercer St,11m 7s,"The ""Pedal"" Membership"
87040,6/8/2015,6/8/2015 17:19,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,6/8/2015 17:51,Burke Museum / E Stevens Way NE & Memorial Way NE,31m 55s,24-Hour Pass
87041,6/8/2015,6/8/2015 17:20,9th Ave N & Mercer St,6/8/2015 17:24,PATH / 9th Ave & Westlake Ave,3m 39s,"The ""Gear"" Membership"
87042,6/8/2015,6/8/2015 17:21,E Blaine St & Fairview Ave E,6/8/2015 17:40,2nd Ave & Blanchard St,18m 54s,"The ""Gear"" Membership"
87043,6/8/2015,6/8/2015 17:21,Seattle University / E Columbia St & 12th Ave,6/8/2015 17:33,Seattle University / E Columbia St & 12th Ave,11m 36s,24-Hour Pass
87044,6/8/2015,6/8/2015 17:22,City Hall / 4th Ave & James St,6/8/2015 17:49,15th Ave E & E Thomas St,26m 28s,"The ""Pedal"" Membership"
87045,6/8/2015,6/8/2015 17:23,Frye Art Museum / Terry Ave & Columbia St,6/8/2015 17:30,Bellevue Ave & E Pine St,6m 55s,"The ""Pedal"" Membership"
87046,6/8/2015,6/8/2015 17:24,Eastlake Ave E & E Allison St,6/8/2015 17:46,Summit Ave & E Denny Way,22m 39s,"The ""Pedal"" Membership"
87047,6/8/2015,6/8/2015 17:24,REI / Yale Ave N & John St,6/8/2015 17:29,Westlake Ave & 6th Ave,4m 51s,"The ""Pedal"" Membership"
87048,6/8/2015,6/8/2015 17:25,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,6/8/2015 17:43,Westlake Ave & 6th Ave,18m 21s,"The ""Pedal"" Membership"
87049,6/8/2015,6/8/2015 17:27,Pier 69 / Alaskan Way & Clay St,6/8/2015 17:34,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,7m 6s,"The ""Pedal"" Membership"
87050,6/8/2015,6/8/2015 17:28,Burke Museum / E Stevens Way NE & Memorial Way NE,6/8/2015 18:01,2nd Ave & Spring St,32m 43s,24-Hour Pass
87051,6/8/2015,6/8/2015 17:31,Occidental Park / Occidental Ave S & S Washington St,6/8/2015 17:39,2nd Ave & Pike St,7m 26s,"The ""Pedal"" Membership"
87052,6/8/2015,6/8/2015 17:32,REI / Yale Ave N & John St,6/8/2015 17:37,PATH / 9th Ave & Westlake Ave,5m 2s,"The ""Pedal"" Membership"
87053,6/8/2015,6/8/2015 17:33,Dexter Ave & Denny Way,6/8/2015 17:37,2nd Ave & Vine St,4m 35s,"The ""Pedal"" Membership"
87054,6/8/2015,6/8/2015 17:33,Summit Ave & E Denny Way,6/8/2015 17:39,7th Ave & Union St,5m 24s,"The ""Pedal"" Membership"
87055,6/8/2015,6/8/2015 17:34,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,6/8/2015 17:47,Westlake Ave & 6th Ave,12m 32s,"The ""Pedal"" Membership"
87056,6/8/2015,6/8/2015 17:35,Lake Union Park / Valley St & Boren Ave N,6/8/2015 17:57,Burke Museum / E Stevens Way NE & Memorial Way NE,21m 31s,"The ""Pedal"" Membership"
87057,6/8/2015,6/8/2015 17:37,E Harrison St & Broadway Ave E,6/8/2015 17:51,Occidental Park / Occidental Ave S & S Washington St,13m 45s,"The ""Pedal"" Membership"
87058,6/8/2015,6/8/2015 17:37,REI / Yale Ave N & John St,6/8/2015 17:50,Eastlake Ave E & E Allison St,12m 39s,"The ""Pedal"" Membership"
87059,6/8/2015,6/8/2015 17:38,NE 47th St & 12th Ave NE,6/8/2015 17:43,Burke Museum / E Stevens Way NE & Memorial Way NE,4m 39s,"The ""Pedal"" Membership"
87060,6/8/2015,6/8/2015 17:39,Harvard Ave & E Pine St,6/8/2015 17:44,E Harrison St & Broadway Ave E,4m 52s,"The ""Pedal"" Membership"
87061,6/8/2015,6/8/2015 17:39,E Blaine St & Fairview Ave E,6/8/2015 17:44,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,4m 47s,24-Hour Pass
87062,6/8/2015,6/8/2015 17:41,2nd Ave & Pike St,6/8/2015 17:48,2nd Ave & Vine St,6m 35s,"The ""Pedal"" Membership"
87063,6/8/2015,6/8/2015 17:44,PATH / 9th Ave & Westlake Ave,6/8/2015 17:51,7th Ave & Union St,6m 42s,"The ""Gear"" Membership"
87064,6/8/2015,6/8/2015 17:46,Bellevue Ave & E Pine St,6/8/2015 17:55,2nd Ave & Vine St,8m 58s,"The ""Pedal"" Membership"
87065,6/8/2015,6/8/2015 17:46,E Blaine St & Fairview Ave E,6/8/2015 18:04,Dexter Ave & Denny Way,18m 10s,"The ""Gear"" Membership"
87066,6/8/2015,6/8/2015 17:49,PATH / 9th Ave & Westlake Ave,6/8/2015 17:55,REI / Yale Ave N & John St,6m 14s,"The ""Pedal"" Membership"
87067,6/8/2015,6/8/2015 17:49,E Blaine St & Fairview Ave E,6/8/2015 20:02,E Blaine St & Fairview Ave E,2h 13m 3s,24-Hour Pass
87068,6/8/2015,6/8/2015 17:49,3rd Ave & Broad St,6/8/2015 18:01,2nd Ave & Spring St,11m 43s,"The ""Pedal"" Membership"
87069,6/8/2015,6/8/2015 17:50,Pine St & 9th Ave,6/8/2015 17:58,Cal Anderson Park / 11th Ave & Pine St,7m 31s,"The ""Pedal"" Membership"
87071,6/8/2015,6/8/2015 17:51,12th Ave & E Denny Way,6/8/2015 18:00,6th Ave & Blanchard St,9m 24s,"The ""Pedal"" Membership"
87072,6/8/2015,6/8/2015 17:52,E Harrison St & Broadway Ave E,6/8/2015 17:56,Summit Ave & E Denny Way,3m 33s,3-Day Pass
87073,6/8/2015,6/8/2015 17:53,2nd Ave & Spring St,6/8/2015 18:01,Westlake Ave & 6th Ave,8m 45s,"The ""Pedal"" Membership"
87074,6/8/2015,6/8/2015 17:53,7th Ave & Union St,6/8/2015 18:10,6th Ave S & S King St,17m 19s,24-Hour Pass
87075,6/8/2015,6/8/2015 17:53,Republican St & Westlake Ave N,6/8/2015 18:02,2nd Ave & Pike St,9m 34s,"The ""Pedal"" Membership"
87076,6/8/2015,6/8/2015 17:55,E Harrison St & Broadway Ave E,6/8/2015 18:09,12th Ave & E Yesler Way,13m 56s,"The ""Pedal"" Membership"
87077,6/8/2015,6/8/2015 17:56,3rd Ave & Broad St,6/8/2015 18:12,Summit Ave E & E Republican St,16m 25s,24-Hour Pass
87078,6/8/2015,6/8/2015 17:57,Westlake Ave & 6th Ave,6/8/2015 18:03,1st Ave & Marion St,5m 56s,"The ""Pedal"" Membership"
87079,6/8/2015,6/8/2015 18:00,2nd Ave & Pike St,6/8/2015 18:07,PATH / 9th Ave & Westlake Ave,7m 53s,"The ""Pedal"" Membership"
87080,6/8/2015,6/8/2015 18:00,2nd Ave & Blanchard St,6/8/2015 18:07,Key Arena / 1st Ave N & Harrison St,6m 45s,"The ""Pedal"" Membership"
87081,6/8/2015,6/8/2015 18:07,2nd Ave & Pike St,6/8/2015 18:17,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,10m 42s,"The ""Pedal"" Membership"
87082,6/8/2015,6/8/2015 18:09,7th Ave & Union St,6/8/2015 18:21,Dexter Ave N & Aloha St,12m 9s,"The ""Pedal"" Membership"
87083,6/8/2015,6/8/2015 18:10,15th Ave E & E Thomas St,6/8/2015 18:17,E Harrison St & Broadway Ave E,6m 48s,"The ""Gear"" Membership"
87084,6/8/2015,6/8/2015 18:10,City Hall / 4th Ave & James St,6/8/2015 18:28,2nd Ave & Vine St,18m 29s,"The ""Pedal"" Membership"
87085,6/8/2015,6/8/2015 18:13,2nd Ave & Vine St,6/8/2015 18:20,PATH / 9th Ave & Westlake Ave,7m 1s,"The ""Pedal"" Membership"
87086,6/8/2015,6/8/2015 18:18,Summit Ave & E Denny Way,6/8/2015 18:21,Summit Ave E & E Republican St,2m 55s,3-Day Pass
87087,6/8/2015,6/8/2015 18:18,Dexter Ave & Denny Way,6/8/2015 18:24,Dexter Ave N & Aloha St,6m 6s,"The ""Pedal"" Membership"
87088,6/8/2015,6/8/2015 18:18,E Blaine St & Fairview Ave E,6/8/2015 18:26,Republican St & Westlake Ave N,8m 9s,"The ""Pedal"" Membership"
87089,6/8/2015,6/8/2015 18:19,Harvard Ave & E Pine St,6/8/2015 18:31,2nd Ave & Vine St,12m 46s,"The ""Pedal"" Membership"
87090,6/8/2015,6/8/2015 18:19,7th Ave & Union St,6/8/2015 18:48,Occidental Park / Occidental Ave S & S Washington St,28m 57s,24-Hour Pass
87091,6/8/2015,6/8/2015 18:19,7th Ave & Union St,6/8/2015 18:48,Occidental Park / Occidental Ave S & S Washington St,28m 59s,24-Hour Pass
87092,6/8/2015,6/8/2015 18:19,Summit Ave E & E Republican St,6/8/2015 18:22,Summit Ave & E Denny Way,2m 49s,"The ""Pedal"" Membership"
87093,6/8/2015,6/8/2015 18:20,2nd Ave & Pike St,6/8/2015 18:25,Occidental Park / Occidental Ave S & S Washington St,5m 27s,"The ""Pedal"" Membership"
87094,6/8/2015,6/8/2015 18:21,PATH / 9th Ave & Westlake Ave,6/8/2015 18:25,PATH / 9th Ave & Westlake Ave,3m 52s,"The ""Pedal"" Membership"
87095,6/8/2015,6/8/2015 18:22,6th Ave S & S King St,6/8/2015 18:42,12th Ave & E Denny Way,19m 52s,"The ""Pedal"" Membership"
87096,6/8/2015,6/8/2015 18:22,Summit Ave E & E Republican St,6/8/2015 18:45,Eastlake Ave E & E Allison St,23m 6s,3-Day Pass
87097,6/8/2015,6/8/2015 18:26,Westlake Ave & 6th Ave,6/8/2015 18:34,Dexter Ave N & Aloha St,7m 32s,"The ""Pedal"" Membership"
87098,6/8/2015,6/8/2015 18:27,Cal Anderson Park / 11th Ave & Pine St,6/8/2015 18:32,E Harrison St & Broadway Ave E,5m 10s,3-Day Pass
87099,6/8/2015,6/8/2015 18:29,7th Ave & Union St,6/8/2015 18:38,2nd Ave & Blanchard St,9m 28s,3-Day Pass
87100,6/8/2015,6/8/2015 18:34,REI / Yale Ave N & John St,6/8/2015 18:48,Eastlake Ave E & E Allison St,13m 58s,"The ""Pedal"" Membership"
87101,6/8/2015,6/8/2015 18:37,E Harrison St & Broadway Ave E,6/8/2015 18:40,Harvard Ave & E Pine St,2m 59s,"The ""Pedal"" Membership"
87102,6/8/2015,6/8/2015 18:44,PATH / 9th Ave & Westlake Ave,6/8/2015 18:52,Dexter Ave N & Aloha St,7m 50s,"The ""Pedal"" Membership"
87103,6/8/2015,6/8/2015 18:46,Republican St & Westlake Ave N,6/8/2015 18:50,Dexter Ave N & Aloha St,4m 5s,"The ""Pedal"" Membership"
87104,6/8/2015,6/8/2015 18:47,Pier 69 / Alaskan Way & Clay St,6/8/2015 19:56,Pier 69 / Alaskan Way & Clay St,1h 8m 23s,24-Hour Pass
87105,6/8/2015,6/8/2015 18:47,Pier 69 / Alaskan Way & Clay St,6/8/2015 19:56,Pier 69 / Alaskan Way & Clay St,1h 8m 54s,24-Hour Pass
87106,6/8/2015,6/8/2015 18:47,12th Ave & E Yesler Way,6/8/2015 18:57,Cal Anderson Park / 11th Ave & Pine St,10m 6s,"The ""Pedal"" Membership"
87107,6/8/2015,6/8/2015 18:48,6th Ave S & S King St,6/8/2015 18:51,Occidental Park / Occidental Ave S & S Washington St,3m 43s,"The ""Pedal"" Membership"
87108,6/8/2015,6/8/2015 18:49,12th Ave & E Denny Way,6/8/2015 18:51,Cal Anderson Park / 11th Ave & Pine St,2m 17s,"The ""Gear"" Membership"
87109,6/8/2015,6/8/2015 18:49,PATH / 9th Ave & Westlake Ave,6/8/2015 18:55,2nd Ave & Blanchard St,5m 48s,"The ""Pedal"" Membership"
87110,6/8/2015,6/8/2015 18:50,Eastlake Ave E & E Allison St,6/8/2015 19:02,NE 47th St & 12th Ave NE,11m 47s,3-Day Pass
87111,6/8/2015,6/8/2015 18:51,Westlake Ave & 6th Ave,6/8/2015 18:59,Key Arena / 1st Ave N & Harrison St,8m 38s,"The ""Pedal"" Membership"
87112,6/8/2015,6/8/2015 18:51,City Hall / 4th Ave & James St,6/8/2015 19:07,3rd Ave & Broad St,16m 27s,"The ""Pedal"" Membership"
87113,6/8/2015,6/8/2015 18:51,Eastlake Ave E & E Allison St,6/8/2015 18:56,12th Ave & NE Campus Pkwy,4m 57s,"The ""Pedal"" Membership"
87114,6/8/2015,6/8/2015 18:54,Pine St & 9th Ave,6/8/2015 19:04,12th Ave & E Denny Way,10m 15s,"The ""Pedal"" Membership"
87115,6/8/2015,6/8/2015 18:54,E Blaine St & Fairview Ave E,6/8/2015 19:12,2nd Ave & Blanchard St,17m 38s,"The ""Pedal"" Membership"
87116,6/8/2015,6/8/2015 18:56,E Harrison St & Broadway Ave E,6/8/2015 18:59,Summit Ave E & E Republican St,2m 21s,"The ""Pedal"" Membership"
87117,6/8/2015,6/8/2015 18:58,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,6/8/2015 19:17,3rd Ave & Broad St,19m 19s,"The ""Pedal"" Membership"
87118,6/8/2015,6/8/2015 18:59,2nd Ave & Spring St,6/8/2015 19:06,3rd Ave & Broad St,7m 7s,"The ""Pedal"" Membership"
87119,6/8/2015,6/8/2015 18:59,Republican St & Westlake Ave N,6/8/2015 19:08,2nd Ave & Vine St,8m 41s,"The ""Pedal"" Membership"
87120,6/8/2015,6/8/2015 19:09,6th Ave & Blanchard St,6/8/2015 19:16,Dexter Ave N & Aloha St,7m 5s,"The ""Pedal"" Membership"
87123,6/8/2015,6/8/2015 19:11,Westlake Ave & 6th Ave,6/8/2015 19:18,3rd Ave & Broad St,7m 7s,"The ""Pedal"" Membership"
87124,6/8/2015,6/8/2015 19:12,2nd Ave & Blanchard St,6/8/2015 19:17,1st Ave & Marion St,4m 39s,"The ""Pedal"" Membership"
87125,6/8/2015,6/8/2015 19:12,12th Ave & NE Campus Pkwy,6/8/2015 19:37,2nd Ave & Spring St,24m 36s,"The ""Pedal"" Membership"
87126,6/8/2015,6/8/2015 19:14,PATH / 9th Ave & Westlake Ave,6/8/2015 19:22,2nd Ave & Pike St,7m 38s,"The ""Pedal"" Membership"
87127,6/8/2015,6/8/2015 19:15,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,6/8/2015 19:36,7th Ave & Union St,20m 53s,24-Hour Pass
